가맹점명,소재지도로명주소,카테고리,메뉴
코코도리,서울특별시 광진구 광나루로26길 17 (화양동),일식당,"에비동: 9,500원; 코코가쯔동: 11,000원; 가쯔카레: 9,000원; 소고기카레: 9,000원; 규동: 8,500원; 가쯔동: 8,500원"
천명꼬치구이,서울특별시 광진구 동일로18길 26 1층,중식당,"양갈비살: 20,000원; 돼지껍데기+닭똥집: 15,000원; 냉면: 8,000원; 온면: 8,000원; 물만두: 6,000원; 계란비빔밥: 6,000원; 얼음새우: 12,000원; 풋콩: 6,000원; 마라탕: 15,000원; 계란탕: 10,000원; 토마토소배필전골: 25,000원; 코다리찜: 15,000원; 라즈지: 22,000원; 건두부볶음: 12,000원; 짝태볶음: 18,000원"
천미방 마라탕,서울특별시 광진구 자양로43길 47 1층 왼쪽(중곡동),중식당,
천미식당,서울특별시 광진구 능동로3길 5 1층106.107.108.109호(자양동.성수현대종합상가),한식,
천미천훠궈,서울특별시 광진구 천호대로110길 8-10 1층 (능동),,
천미향,서울특별시 광진구 능동로 237 2층 (군자동),중식당,"삼성간짜장: 10,000원"
천신상회 주식회사,서울특별시 광진구 능동로 135-2 1층,,
천재제과,서울특별시 광진구 광나루로46길 9 1층,베이커리,"소금빵: "" 천재제과 시그니처 인기 메뉴 "" 겉바삭 속 촉촉 단짠 진리,,, 주특기 소금빵입니다"
천지샤브샤브,서울특별시 광진구 아차산로29길 22 2층(화양동),샤브샤브,"1인무한리필샤브샤브: 마라향의홍탕.구수한사골탕.시큼한토마토탕과고기류,해산물,야채류등50여가지재료와함께 맛볼수있는 샤브샤브.; 1인무한리필(12세미만): 10,000원; 1인무한리필(7세미만): 5,000원"
천하튀김꼬치,서울특별시 광진구 동일로18길 33 1층,"일식튀김,꼬치",
천향마라탕건대점,서울특별시 광진구 아차산로30길 20 1층,중식당,
천희밥상,서울특별시 광진구 광나루로 373 2층(군자동),,
철길부산집 건대점,서울특별시 광진구 동일로22길 36 1층 (화양동),요리주점,"어묵 2인: 부산어묵2개선택+물떡+꼬불이어묵2개+유부모찌주머니+흑곤약+어묵볼; 소고기 타다끼: 인스타에서 보신 그 타다끼 맞아요 건대 술집에서 느껴보세요!; 부산집 한우 육회: 윤기 좌르르 육회! (15분이상 소요); 육회 물화: 머리끝까지 시원함을 즐겨보세요-!; 숙성 연어 사시미: 원두, 유자, 연어장으로 숙성한 숙성회! 건대 이자카야 철길부산집의 육회는 다릅니다; 순살치킨 가라아게: 맛 없으면 환불; 버터문어 다리구이: 감히 말씀드립니다. 사장님 추천!; 부산집 불 떡볶이: 스트레스 풀리는 매운맛 *로제떡볶이로 변경 가능 *치즈사리+2,000원; 모둠 새우튀김: 말이 필요없는 새우. 새우!; 츄러스 먹태구이: 진짜중에 진짜 맥주 안주!! *오리지널 먹태로 변경 가능; 닭연골 튀김: 오독오독 고소짭짤한 맛! 추천!; 타코와사비: 고추냉이에 버무린 상큼함; 모듬 고로케: 감자,야채,카레,한우2pcs; 치즈 곶감말이: 달달한 곶감안에 필라델피아 치즈를 말아서 넣었습니다; 안키모: 10,000원"
포브(FO_B)바베큐치킨 화양점,서울특별시 광진구 아차산로42길 4 1층(자양동),,
처음처럼,서울특별시 광진구 자양번영로6길 15-1 1층,"백반,가정식",
천계월,서울특별시 광진구 자양로42길 20 1층,"카페,디저트",
천년초손칼국수,서울특별시 광진구 아차산로 431 상가3동 지하1층 B102호 (구의동 강변에스케이뷰),"칼국수,만두",
천리향,서울특별시 광진구 용마산로4길 36 1층 (중곡동),"마사지,지압",
참숯벽돌집,서울특별시 광진구 동일로24길 100-4 (화양동),"육류,고기요리",
참이맛감자탕구의점,서울특별시 광진구 광나루로 508 1층101호,감자탕,
참존 숯불 바베큐치킨,서울특별시 광진구 아차산로51길 50 1층,"치킨,닭강정","얼큰한 양념 숯불 바베큐: 20,000원; 소금구이 숯불 바베큐: 19,000원; 후라이드 치킨: 19,000원; 양념통닭: 20,000원; 돼지갈비 숯불구이: 20,000원"
참좋은식당,서울특별시 광진구 아차산로 503-23 청구아파트 상가지 지하층 11호,"백반,가정식","백반: 밥, 국, 다양한 반찬 및 샐러드 (리필 비용 포함); 단체도시락: 7,500원; 반찬포장: 4000-10000원 반찬에 따라 포장 가능합니다; 누룽지 800g: 5,000원; 백반: 밥, 국, 다양한 반찬 및 샐러드 (리필 비용 포함)"
참진한순대국,서울특별시 광진구 용마산로 16 1층 101호,"순대,순댓국","순대국: 9,000원; 수육국밥: 9,000원; 순대만: 9,000원; 살고기만: 9,000원; 콩나물국밥: 7,000원; 내장탕: 9,000원; 특순대국: 11,000원; 만두국: 7,000원; 만두찜: 7,000원; 오소리감투: 15,000원; 술국: 18,000원; 술국(모듬): 20,000원; 찹쌀순대 (大): 20,000원; 찹쌀순대 (中): 15,000원; 모듬수육 (大): 25,000원"
참참치킨,서울특별시 광진구 자양로13길 100 1층 (자양동),"치킨,닭강정",
참참치킨 구의점,서울특별시 광진구 구의로 71 1층 103호(구의동),"치킨,닭강정",
참치나라,서울특별시 광진구 아차산로 431 1층 108-1호,생선회,
참치네,서울특별시 광진구 긴고랑로9길 23 1층 116호,생선회,"참치프리미엄2인: 31,000원; 참치골드2인: 43,000원; 참치프리미엄1인: 21,000원; 참치프리미엄3인: 41,000원; 참치골드(참다랑어)1인: 33,000원; 참치골드3인: 53,000원"
참치장수,서울특별시 광진구 자양로22길 33 1층 (구의동),생선회,모듬 참치회: 참치 특유의 풍부한 맛을 충분히 음미할 수 있도록 인기 부위들로 구성한 메뉴; 혼술참치회: 혼자서도 다양하고 맛있는 참치를 즐기실 수 있도록 알차게 구성했습니다.; 스페셜참치초밥10p: 참치로만 된 구성이지만 각 부위별 매력이 다채로워 계속계속 먹고 싶은 초밥; 특선 모듬 참치회: 최고의 참치에서 최고의 부위들을 골라 쉐프의 노하우로 정성껏 숙성한 시그니처; 특혼술 참치회: 나 홀로 힐링타임에 안성맞춤~ 더 스페셜한 부위들로 내게 주는 선물 같은 구성이에요
참치즈불닭꼬치,서울특별시 광진구 능동로47길 30 1층(중곡동),종합분식,
참토우,서울특별시 광진구 구의강변로 81 (구의동),소고기구이,"우삼겹300g: 12,000원; 차돌박이300g: 18,000원; 등심300g: 18,000원; 안창살300g: 38,000원; 갈비살300g: 21,000원; 생 삼겹살300g: 14,000원; 생 목살300g: 13,000원; 생 항정살300g: 21,000원; 돼지양념갈비300g: 10,000원; 토시살300g: 23,000원; 진꽃살300g: 38,000원; 갈비본살300g: 26,000원; LA양념갈비300g: 24,000원"
참토우,서울특별시 광진구 긴고랑로 102 (중곡동 1층),소고기구이,"우삼겹300g: 12,000원; 차돌박이300g: 18,000원; 등심300g: 18,000원; 안창살300g: 38,000원; 갈비살300g: 21,000원; 생 삼겹살300g: 14,000원; 생 목살300g: 13,000원; 생 항정살300g: 21,000원; 돼지양념갈비300g: 10,000원; 토시살300g: 23,000원; 진꽃살300g: 38,000원; 갈비본살300g: 26,000원; LA양념갈비300g: 24,000원"
창바위황태,서울특별시 광진구 능동로 302 (능동),한식,"(소)황태 찜or전골: 29,000원; (중)황태 찜or전골: 38,000원; (대)황태 찜or전골: 47,000원; (소)황태낙지전복 찜or전골: 41,000원; (중)황태낙지전복 찜or전골: 53,000원; (대)황태낙지전복 찜or전골: 65,000원; 황태양념구이(중): 2마리 + 미니해장국; 황태양념구이(대): 3마리 + 미니해장국; 산낙지초무침: 27,000원; 황태골뱅이무침: 20,000원; 마른황태구이: 16,000원; 황태만두전골: 27,000원; 얼큰황태순두부: 18,000원; 불고기버섯전골: 23,000원; 계란황태탕: 18,000원"
창신동매운족발,서울특별시 광진구 면목로11길 10 1층 101호 (중곡동),"족발,보쌈","매운미니족발(대): 중 24000 소 12000; 영양족발(앞다리): 32,000원; 미니족발 2개(포장): 3개 18000; 매운무뼈닭발: 14,000원; 매운훈제오리: 15,000원; 매운바비큐삼겹살: 14,000원; 핫스페셜족발 (대): 중 32000; 매운석쇠순살족발 (앞다리): 36,000원; 매운석쇠순살족발 (뒷다리): 33,000원; 계란찜: 2,000원; 주먹밥: 2,000원; 영양족발(뒷다리): 29,000원; 영양육회: 20,000원; 매운튀김순살족발(앞다리): 33,000원; 매운튀김순살족발(뒷다리): 30,000원"
창진동옛날해장국,서울특별시 광진구 아차산로51길 27 (구의동),한식,
채린,서울특별시 광진구 용마산로1길 113 (중곡동),중식당,
채마루,서울특별시 광진구 광나루로52길 70 104(구의동 영덕빌딩),농업,
채선당,서울특별시 광진구 광나루로 369 2층 204호 205호 206호 217호 218호(군자동 광진두산위브파크),샤브샤브,
채선당,서울특별시 광진구 아차산로 563 202 (광장동 대한제지빌딩),샤브샤브,"소고기샤브: 10,900원; 소고기토마토샤브: 11,900원; 소고기커리샤브: 11,900원; 마라탕샤브: 11,900원; 한우샤브: 16,900원"
채움,서울특별시 광진구 군자로 104-1 1층 (군자동),"속눈썹증모,연장",
처갓집양념치킨 구의광장점,서울특별시 광진구 광나루로 545 상가 제에이동 1층 2호 (구의동 래미안파크스위트),"치킨,닭강정",
처갓집양념치킨 자양점,서울특별시 광진구 뚝섬로55길 22 1층,"치킨,닭강정",
처갓집양념치킨 중곡역점,서울특별시 광진구 긴고랑로 5 1층,"치킨,닭강정",
처갓집양념통닭,서울특별시 광진구 용마산로6길 9 (중곡동),"치킨,닭강정",
처비버디(chubby buddy),서울특별시 광진구 아차산로49길 12 1층,"카페,디저트","피스타치오크림라떼: 7,000원; 수박주스: 5,500원; 메론소다: 5,500원; 우유 푸딩: 부드러운 우유맛과 바닐라빈 어우려져 소프트아이스크림같이 입에서 사르르 녹는 맛의 우유푸딩; 말차라떼: 쌉싸름한 말차가 가득 들어간 진한 말차라떼; 아인슈페너: 아메리카노와 달달하고 부드러운 크림이 만나 깔끔하게 즐길 수 있는 아인슈페너; 티라미수: 7,000원; 초코푸딩: 진한 카카오맛의 부드러운 초코푸딩; 말차푸딩: 진한 말차가 담긴 부드러운 말차푸딩; 말차 갸또 쇼콜라: 진한 말차의 쌉쌀하면서 달달한 매력의 꾸덕한 말차 갸또 쇼콜라; 갸또 쇼콜라: 진한 다크초콜릿의 풍미가 가득한 꾸덕한 갸또 쇼콜라 케이크; 라즈베리에이드: 수제 라즈베리 청으로 만든 상큼 달달하고 발그래한 색이 예쁜 라즈베리에이드; 아메리카노: 고소한 풍미의 원두로 깔끔하고 누구나 좋아할 아메리카노; 카페라떼: 부드러운 우유와 고소한 원두가 만나 깔끔한 카페라떼; 카페모카: 4,000원"
쭈꾸미킹,서울특별시 광진구 능동로13길 39 1층 (화양동),주꾸미요리,
쭈요일,서울특별시 광진구 능동로 389 1층,,
쭌,서울특별시 광진구 자양로18길 81 (구의동 1층),"맥주,호프",
찌웅이네숯불두마리치킨 광진건대점,서울특별시 광진구 능동로 69 1층 128호,,
찐국수,서울특별시 광진구 천호대로111길 50 1층,국수,"물만두: 3,000원; 열무국수: 6,000원; 비빔국수: 6,000원; 잔치국수: 5,000원; 만두국: 5,000원"
찐족발보쌈,서울특별시 광진구 자양로43길 4 1층(구의동),"족발,보쌈",
찜마을,서울특별시 광진구 능동로36길 7 1층 (능동),한식,
찜집,서울특별시 광진구 자양번영로 44 1층 (자양동),한식,
차돌풍아차산역점,서울특별시 광진구 천호대로 677 1층103호 104호,소고기구이,"차돌곱창: 곱창과 숙주와 차돌의 맛있는 조합; 타래부채. 타래토시: 10,500원; 차돌박이: 6,900원; 매콤차돌박이: 7,900원; 우삼겹: 6,500원; 매콤우삼겹: 7,500원; 달콤우삼겹: 7,500원; 부채살: 8,500원; 토시살: 8,500원; 안창살: 11,500원; 꽃살: 12,900원; 레알육회: 11,500원; 육회물회: 12,900원; 차돌된장찌개: 8,000원; 해물된장찌개: 8,000원"
차우동짜장,서울특별시 광진구 뚝섬로 472 (자양동),중식당,
차이(chai)797 건대스타시티점,서울특별시 광진구 아차산로 272 자양동 더샵스타시티쇼핑몰,중식당,"소룡포 4pcs: 소룡포 1ps 추가 - 1500원; 하가우 4pcs: 하가우 1ps 추가 - 2000원; 중새우(크림, 칠리, 깐풍): 38,000원; 크리스피 어니언 꿔바로우: 37,000원; 멘보샤 7pcs: 27,000원"
차이나궁,서울특별시 광진구 광나루로56길 85 테크노마트9층 32호,중식당,
차이나유,서울특별시 광진구 면목로 34 (군자동),중식당,
착한돈까스,서울특별시 광진구 군자로3길 26 1층 (화양동),돈가스,
착한밥상,서울특별시 광진구 뚝섬로30길 11 102호 (자양동),"백반,가정식","제육덮밥: 철판에 달라고 요청하시면 철판에 드려요!; 배추말이 소고기전골: 15,000원; 연어아보카도칩: 15,000원; 가지멘보샤: 새우가 아닌 떡갈비로 속을 채워 스리라차 소스와 함께 곁들여 드시길 추천드려요!; 순두부찌개: 8,000원; 고등어조림: 더 맛있는 고등어조림을 제공하기 위해 생고등어를 사용합니다.; 바지락칼국수: 9,000원; 비빔국수: 특제소스로 매콤새콤한 비빔국수"
착한아구찜,서울특별시 광진구 긴고랑로 81-1 1층 (중곡동),"아귀찜,해물찜","아구찜(소): 35,000원; 아구,낙지찜(소): 45,000원; 해물찜(소): 45,000원; 아구,해물찜(소): 45,000원; 아구지리탕(중): 47,000원; 아구해물탕(중): 57,000원; 수제왕만두: 6,000원; 새우볶음밥: 5,000원; 즉석볶음밥: 3,000원; 아구찜 중: 47,000원; 아구찜 대: 60,000원; 아구낙지 중: 57,000원; 아구낙지 대: 70,000원; 해물찜 중: 57,000원; 해물찜 대: 70,000원"
착한코다리,서울특별시 광진구 천호대로129길 47-1 1층,"해물,생선요리","착한코다리정식: 매콤하고 맛있는 코다리조림의 참맛을 느끼실수 있습니다; 시래기코다리: 가게에 오시면 2인이상 주문시 4000원계란찜도 같이 드립니다. 코다리와시래기의 만남; 화산폭발계란찜: 4,000원; 문어코다리조림(소): 45,000원; 문어코다리조림(중): 55,000원; 문어코다리조림(대): 65,000원; 시래기코다리조림(소): 35,000원; 코다리조림(중): 45,000원; 코다리조림 대: 55,000원; 코새우세트 2인이상: 코다리,새우튀김,계란찜; 시새우세트 2인이상: 코다리,새우튀김,계란찜,시래기; 왕새우튀김 10마리: 12,000원; 통문어숙회: 25,000원"
찬스불고기부리또(군자점),서울특별시 광진구 군자로 76 1층 1호-3호,"멕시코,남미음식",
찬이네,서울특별시 광진구 뚝섬로55길 28 1층,종합분식,
찰찰보리식빵 아차산역점,서울특별시 광진구 천호대로 671 107호(구의동 파크타운),베이커리,
참나무로바베큐,서울특별시 광진구 긴고랑로 51 (중곡동),"치킨,닭강정","참나무로바베큐: 17,000원; 소금구이바베큐: 18,000원; 양념구이바베큐: 19,000원; 소금반+양념반 바베큐: 20,000원; 소시지 바베큐: 16,000원"
참맛옛날통닭,서울특별시 광진구 천호대로112길 28,"치킨,닭강정","옛날통닭 (무나 소스 별도 구매): 컷팅 불가; 옛날통닭 두마리: 컷팅 불가; 양념통닭 (무나 소스 별도 구매): 맵기 조절 없음; 양념통닭 두마리: 맵기 조절 없음; 간장통닭 (무나 소스 별도 구매): 11,000원; 간장통닭 두마리: 21,000원; 마늘통닭 (무나 소스 별도 구매): 11,000원; 마늘통닭 두마리: 21,000원; 닭똥집 中 (무나 소스 별도 구매): 9,500원; 닭똥집 大 (무나 소스 별도 구매): 18,000원; 닭강정 中 (무나 소스 별도 구매): 9,500원; 닭강정 大 (무나 소스 별도 구매): 18,000원; 후라이드 닭다리 (8개): 8개 1세트 / 낱개 판매 불가; 마늘 닭다리 (8개): 8개 1세트 / 낱개 판매 불가; 간장 닭다리 (8개): 8개 1세트 / 낱개 판매 불가"
참새방앗간,서울특별시 광진구 군자로 176-1 (군자동),방앗간,
참새방앗간분식,서울특별시 광진구 천호대로112길 42 1층 (능동),떡볶이,"떡볶이: 2,500원; 순대: 3,000원; 오뎅: 500원; 핫바: 1,000원; 김밥: 2,000원; 짱아치계란말이김밥: 3,500원; 김치알밥: 5,000원; 김치볶음밥: 5,000원; 오므라이스: 5,000원; 오징어덮밥: 5,000원; 튀김범벅: 3,000원; 순대범벅: 4,000원; 스폐셜범벅: 5,000원"
참숯나라 갈비마을,서울특별시 광진구 동일로60길 49 (군자동),"육류,고기요리","한방돼지갈비: 국내산 생고기를 참숯에 구워 더 맛있는 “원조 한방돼지갈비” 2인 이상 주문 가능합니다.; 뼈삼겹: 국내산 생고기 “뼈삼겹”의 차원이 다른 꼬들함!; 오겹살: 국내산 생고기의 신선함 “옛날스타일 오겹살” 2인 이상 주문 가능합니다.; 항정살: 국내산 생고기 부드러운 “항정살”; 생불고기: 2인 이상 주문 가능합니다.; 냉동삼겹살: 칠레산; SET1: 한방돼지갈비+뼈삼겹+항정살or오겹살(택1); set2: 45,000원; 한방갈비탕: 12,000원; 제육정식: 2인 이상 주문 가능합니다.; 차돌된장비빔밥: 9,000원; 순두부찌개: 8,000원; 육개장: 8,000원; 해물된장: 8,000원; 김치찌개: 8,000원"
참숯바베큐,서울특별시 광진구 천호대로 808 1202동 지하1층,"치킨,닭강정","파치닭: 27,900원; 참숯 윙 바베큐: 윙봉; 참숯 스틱 바베큐: 다리; 참숯 핫마요 바베큐: 21,900원; 참숯 치즈양념구이: 21,900원; 참숯 치즈마요 소금구이: 20,900원; 참숯 핫 바베큐: 훌랄라 대표 인기메뉴! 화끈하게 매운 핫 바베큐; 참숯 소금구이: 19,900원; 참숯 양념구이: 20,900원; 로제 바베큐 치킨: 25,900원; 참숯 홍갈비 바베큐: 매콤한 홍갈비! 참숯 홍갈비 바베큐!; 참숯 불갈비 바베큐: 달콤한 불갈비와 참숯 향의 만남 짠단의 조화! 참숯 불갈비 바베큐; 참숯 치즈 바베큐: 모짜렐라 치즈의 깊고 고소한 풍미와 순살 바베큐의 만남!; 참숯 스위트 바베큐: 달콤한 맛으로 남녀노소 누구나 즐길 수 있는 스위트 바베큐; 참숯 불꽃 바베큐: 참숯의 향과 어울어진 매웃맛이 일품인 대한민국을 대표하는 바베큐"
짱돌,서울특별시 광진구 동일로22길 117-19 지1층(화양동),한식,
쪼아닭강정,서울특별시 광진구 긴고랑로 115 1층 (중곡동),"치킨,닭강정",
쪽갈비,서울특별시 광진구 능동로19길 18 1층 (화양동),"육류,고기요리",
쪽갈비대통령,서울특별시 광진구 자양로13길 61 1층 (자양동),돼지고기구이,
쪽갈비대통령,서울특별시 광진구 용마산로 6-6 1층101호,돼지고기구이,
쪽갈비에 미치닭,서울특별시 광진구 천호대로121길 22 1층(증곡동),"치킨,닭강정",
쭈꾸미구이,서울특별시 광진구 용마산로 58 (중곡동 1층),주꾸미요리,"쭈꾸미구이: 13,000원; 쭈삼구이: 14,000원; 쭈꾸미부추전: 12,000원; 쭈꾸미정식: 9,500원; 쭈차돌구이: 15,000원; 쭈차구이: 14,000원; 콩나물삼겹살: 9,000원; 생고기김치찌개: 8,000원; 시레기닭개장: 8,000원"
쭈꾸미도사,서울특별시 광진구 동일로22길 94 1층,주꾸미요리,
쭈꾸미도사,서울특별시 광진구 동일로22길 94 1층(화양동),주꾸미요리,
쭈꾸미도사 구의점,서울특별시 광진구 아차산로49길 11 .,주꾸미요리,
쭈꾸미숯불구이,서울특별시 광진구 자양로13길 9 (자양동),주꾸미요리,"산꼼장어 1kg: 80,000원"
쭈꾸미신,서울특별시 광진구 능동로19길 12 2층 3층(화양동),주꾸미요리,
진구정,서울특별시 광진구 광나루로 536 1층,이북음식,
진국,서울특별시 광진구 뚝섬로 688 1층,"곰탕,설렁탕",
진국멸치국수,서울특별시 광진구 면목로 201 1층(중곡동),국수,
진국설랑탕,서울특별시 광진구 광나루로56길 85,"곰탕,설렁탕","모듬수육: ☆강추☆ 소주와 함께 우설 등 5가지의 소 특수부위를 찐한 육수와 함께 즐기는 진국시그니쳐; 꼬리찜: 초벌한 꼬리와 각종 야채 및 한약재로 국물을 우려내 찐한 꼬리 본연의 맛을 찾은 꼬리찜; 왕갈비탕: 푸짐한 왕갈비와 부드러운 뽈살 그리고 깔끔하고 풍미있는 국물에 20년 전통 특제소스까지; 설렁탕: 12시간 이상 우려낸 진한 국물과 촉촉하고 부드러운 식감의 양지고기와 소면의 든든한 식사; 도가니수육: 인기 최고☆ 쫄깃,찐득한 진짜 도가니(힘줄,잔뼈X)와 돌판 위에서 끓이는 찐한 국물이 일품; 도가니탕: 쫄깃한 진짜 도가니(힘줄, 잔뼈X)와 대추,인삼 등을 결합한 몸보신 도가니탕; 꼬리곰탕: 초벌한 꼬리와 각종 야채 및 한약재로 국물을 우려내 꼬리 본연의 맛을 찾은 메뉴; 선지해장국: 자체의 비법으로 2시간 이상 저온에서 푹 삶아 촉촉하고 탱탱한 선지와 시원한 국물을 동시에; 우거지갈비탕: 얼큰한 국물과 작은 갈비대&우거지 (tip.얼큰하게 즐기고 싶다면 고추 다진 거 요청); 고기/김치만두: 속이 꽉 차 있고 육즙 가득한 만두!; 김치만두: 6,000원"
진김밥,서울특별시 광진구 아차산로 243 212-010호(화양동 2호선 건대입구역),김밥,"진김밥: 3,000원; 치즈김밥: 3,500원; 소고기김치볶음김밥: 4,500원; 매운고추김밥: 3,500원; 참치김밥: 4,500원; 치즈+소고기김치김밥: 5,000원; 치즈+매운고추김밥: 4,000원; 참치+치즈김밥: 5,000원; 참치+소고기김치김밥: 4,500원; 참치+매운고추김밥: 5,000원; 모듬김밥: 5,000원; 참치주먹밥: 3,000원; 소고기김치주먹밥: 3,000원; 혼합주먹밥: 3,500원"
진미가정식백반,서울특별시 광진구 아차산로 413-5 1층,"백반,가정식",
진육식당,서울특별시 광진구 능동로 18 1층126,한식,
진주품은활어,서울특별시 광진구 능동로 360-1 1층 (중곡동 양명빌딩),생선회,
진짜곱창,서울특별시 광진구 자양로22길 33 1층 103호,한식,
진퉁감자탕해장국,서울특별시 광진구 자양로 287 1층 (구의동),한식,
진한국밥,서울특별시 광진구 뚝섬로 607 1층 (자양동),국밥,수육국밥: 미슐랭에 인정 받고 싶은 잡내1도 없는 돼지수육 국밥입니다. 인생국밥 맛보세요; 얼큰국밥: 미슐랭의 인정받고싶어 맛있게 맵고 콩나물의 해장능력에 한번더 감탄 수육 전통순대 콩나물조합; 수육순대국밥: 미슐랭에 인정 받고 싶은정도의 맛으로 대접해드립니다 수육과전통순대의 콜라보 굿.; 콩나물 김치국밥: 미슐랭에서도 인정하는 김치. 최대한 맛있게 익혀서 돼지수육과 김치그리고 콩나물의 마무리.; 전통순대국밥: 돼지수육 전통순대 돼지머리 이 삼합이 모여 진짜 순대국밥 맛볼수 있습니다.미슐랭에도전.; 순대볶음2인분: 흔한 순대볶음은 가라. 전통순대 찰순대 의 완벽조합. 미슐랭에 도전 하고 싶은 맛.; 얼큰술국: 술국에 소주한잔은 국룰. 돼지수육 전통순대 돼지머리 콩나물 맛있게 매운 특제다데기로 마무리; 착한전통순대: 비싼 전통순대를 착한 가격에 맛볼수있는 절호의찬스 부추와 새우젓의 환상콜라보.; 착한편육: 흔한 편육은가라. 부추무침소스로 색다로운 편육을 맛보세요. 미슐랭에 도전 .; 감자만두 8개: 남녀노소 아이들까지 좋아하는 감자만두.; 갈비만두 6개: 아이들이 정말 좋아하는 갈비만두
진희네,서울특별시 광진구 용마산로 159-1 1층 (중곡동),생선회,
질서정연,서울특별시 광진구 동일로24길 50 1층(화양동),양식,"크림누룽지그라탕: 고소한누룽지와 크림,모짜렐라치즈가 듬뿍 들어간 질서정연 시그니처 요리; 바삭오징어튀김(6pic): 춘권피에 오징어를 말아 튀긴 수제튀김요리; 라자냐: 수제라구 소스와 매콤한 크림소스를 겹겹이 쌓아 치즈를 올려 오븐에 구운요리; 감자튀김: 감자튀김 위에 그라나파다노 치즈가 듬뿍 올라간 감자튀김; 어묵뚝배기: 사각어묵과 숙주가 듬뿍 들어간 국물안주; 물만두탕: 물만두와 해산물이 들어간 국물안주; 참치마요 카나페: 새우칩에 참치마요와 달달한 딸기잼이 올라간 카나페; 나쵸&토마토 소스: 나쵸와 직접 끓여 만든 특제 토마토 소스; 콥 샐러드: 양배추,달걀,토마토,콘,오이,식빵튀김,비엔나소세지 가 들어간 샐러드; 통삼겹 스테이크: 삼겹살을 통으로 오븐에 구워 여러가지 가니쉬와 함께 먹는 요리; 샥슈카: 수제라구소스에 달걀을 섞어 빵에 올려먹는요리; 까수엘라: 새우와 마늘로 맛을낸 오일을 바게트에 올려먹는요리; 돼지김치탕: 삼겹살과 김치를 볶아 깊은 맛을낸 국물요리; 국물떡볶이: 비엔나소세지,물만두,어묵 등이들어간 떡볶이; 파스타(크림,로제,토마토): 직접끓인 소스로 맛을낸 3가지의 파스타 요리(크림,로제,토마토)"
짐앤컴퍼니매니지먼트(주),서울특별시 광진구 아차산로 392 1층 (자양동 동원빌딩),,
집뜰,서울특별시 광진구 자양로43길 65 (중곡동),"백반,가정식",백반: 변동; 제육볶음: 변동
집밥이 (e)선생 (광진구점),서울특별시 광진구 구의로 64 1층,,
집파스타,서울특별시 광진구 광나루로56길 85 사무동 9층 34호 (구의동 테크노마트),"스파게티,파스타전문","크림 베이컨 파스타: 9,900원; 미트소스 파스타: 10,900원; 봉골레 파스타: 9,900원; 로제 새우 파스타: 10,900원; 로제 새우 리조토: 10,900원; 오일 새우 파스타: 10,900원; 해장 파스타: 11,900원; 연어 크림 레몬 파스타: 11,900원; 치즈 로제 새우 리조토: 12,900원; 리얼 페퍼로니 피자: 14,900원; 고르곤졸라 피자: 10,900원; 페퍼로니 피자: 10,900원"
짚신,서울특별시 광진구 아차산로33길 39 1층 (화양동),"육류,고기요리","돼지갈비찜(2인분): 매운맛 (6단계) / 간장맛 (순한맛, 보통맛); 소갈비찜(2인분): 매운맛 (6단계) / 간장맛 (순한맛, 보통맛); 돼지갈비찜2인세트: 돼지갈비찜 2인+계란찜+날치알주먹밥 (간장맛or매운양념맛 선택); 소갈비찜2인세트: 소갈비찜 2인+계란찜+날치알주먹밥 (간장맛or매운양념맛 선택); 1인 돼지갈비찜(혼밥만가능): 오직 혼밥드시는 분들을 위한 메뉴! (공기밥 1개 서비스); 짚신국밥: 8,000원; 떡갈비: 11,000원; 지짐이(모둠): 김치전 / 해물 부추전 / 녹두전 / 깻잎전; 고추만두(10개): 반접시(5개)/4000; 날치알 주먹밥: 4,000원; 참치마요 주먹밥: 5,000원; 순두부탕: 4,000원; 계란찜: 4,000원; 밥볶음(치즈볶음밥,오코노미야키볶음밥): 기본볶음밥 3,000원 치즈볶음밥 6,000원 오코노미야키볶음밥 6,000원; 돼지갈비찜3인세트: 돼지갈비찜 3인+계란찜+날치알주먹밥 (간장맛or매운양념맛 선택)"
짚신앤팔오,서울특별시 광진구 능동로36길 36 1층,,
짜오팡즈튀김,서울특별시 광진구 동일로18길 50 1층 (자양동),중식당,
짜장&탕수육,서울특별시 광진구 뚝섬로55길 39 1층 (자양동),중식당,"짜장: 4,500원; 짬뽕: 5,500원; 해물쟁반짜장: 7,000원; 찹쌀탕수육 중: 15,000원; 깐풍기 중: 15,000원"
짜장짬뽕의 달인,서울특별시 광진구 뚝섬로 590 1층(자양동),중식당,
짠롱지아,서울특별시 광진구 아차산로 397 1층 (구의동),중식당,"삼선짬뽕: 11,000원; 삼선짬뽕밥: 11,000원; 삼선볶음밥: 9,000원; 잡채밥: 9,000원; 짜장면: 6,000원; 등심탕수육 소: 15,000원; 등심탕수육 중: 20,000원; 등심탕수육 대: 25,000원; 칠리중새우: 30,000원; 크림중새우: 30,000원; 칠리작은새우: 22,000원; 크림작은새우: 22,000원"
짬뽕에 빠지다,서울특별시 광진구 능동로34길 27 1층 107호 (능동 원진빌딩),중식당,
짬뽕지존 아차산점,서울특별시 광진구 천호대로 682 1층,중식당,
짱돌,서울특별시 광진구 군자로 32-1 1층 (화양동),한식,
포보스,서울특별시 광진구 아차산로31길 28 2층 (화양동),베트남음식,
